image_id,x1,y1,x2,y2,x3,y3,x4,y4,x_min,y_min,x_max,y_max
sunhl-1th-03-Jan-2017-163 A AP_4.jpg,0.16580310880829016,0.0821917808219178,0.8290155440414507,0.3698630136986301,0.17616580310880828,0.6575342465753424,0.8290155440414507,0.9041095890410958,0.22376237623762377,0.1892255892255892,0.6059405940594059,0.2383838383838384
sunhl-1th-03-Jan-2017-163 A AP_5.jpg,0.16666666666666666,0.21212121212121213,0.8177083333333334,0.06060606060606061,0.17708333333333334,0.8787878787878788,0.828125,0.9090909090909091,0.22772277227722773,0.2430976430976431,0.6079207920792079,0.26531986531986534
sunhl-1th-03-Jan-2017-163 A AP_6.jpg,0.16489361702127658,0.25,0.8297872340425532,0.06818181818181818,0.18617021276595744,0.8636363636363636,0.824468085106383,0.9090909090909091,0.23564356435643563,0.29292929292929293,0.6079207920792079,0.32255892255892255
sunhl-1th-03-Jan-2017-163 A AP_7.jpg,0.19047619047619047,0.075,0.8306878306878307,0.075,0.164021164021164,0.725,0.8201058201058201,0.9,0.23366336633663368,0.34276094276094277,0.6079207920792079,0.3696969696969697
sunhl-1th-03-Jan-2017-163 A AP_8.jpg,0.16393442622950818,0.07317073170731707,0.819672131147541,0.1951219512195122,0.17486338797814208,0.7073170731707317,0.8306010928961749,0.9024390243902439,0.22178217821782178,0.38855218855218854,0.5841584158415841,0.4161616161616162
sunhl-1th-03-Jan-2017-163 A AP_9.jpg,0.1875,0.06818181818181818,0.828125,0.2727272727272727,0.16666666666666666,0.7954545454545454,0.8177083333333334,0.9090909090909091,0.19405940594059407,0.43973063973063975,0.5742574257425742,0.46936026936026937
sunhl-1th-03-Jan-2017-163 A AP_10.jpg,0.1708542713567839,0.07352941176470588,0.8291457286432161,0.29411764705882354,0.1658291457286432,0.6470588235294118,0.8291457286432161,0.9117647058823529,0.16831683168316833,0.4868686868686869,0.5623762376237624,0.5326599326599326
sunhl-1th-03-Jan-2017-163 A AP_11.jpg,0.2009132420091324,0.07352941176470588,0.817351598173516,0.3382352941176471,0.1643835616438356,0.7205882352941176,0.8310502283105022,0.9117647058823529,0.12673267326732673,0.5447811447811448,0.5603960396039604,0.5905723905723905
sunhl-1th-03-Jan-2017-163 A AP_12.jpg,0.17372881355932204,0.07575757575757576,0.8305084745762712,0.30303030303030304,0.1652542372881356,0.5454545454545454,0.7838983050847458,0.9090909090909091,0.10297029702970296,0.6134680134680135,0.5702970297029702,0.6579124579124579
sunhl-1th-03-Jan-2017-163 A AP_13.jpg,0.20948616600790515,0.07407407407407407,0.8300395256916996,0.2716049382716049,0.16600790513833993,0.8395061728395061,0.8102766798418972,0.9135802469135802,0.061386138613861385,0.6680134680134681,0.5623762376237624,0.7225589225589225
sunhl-1th-03-Jan-2017-163 A AP_14.jpg,0.17192982456140352,0.07894736842105263,0.7894736842105263,0.17105263157894737,0.1649122807017544,0.7368421052631579,0.8315789473684211,0.9078947368421053,0.031683168316831684,0.7447811447811448,0.596039603960396,0.795959595959596
sunhl-1th-03-Jan-2017-163 A AP_15.jpg,0.16666666666666666,0.532258064516129,0.796969696969697,0.08064516129032258,0.19090909090909092,0.9112903225806451,0.8303030303030303,0.3064516129032258,0.005940594059405941,0.8134680134680135,0.6594059405940594,0.896969696969697
sunhl-1th-03-Jan-2017-163 A AP_16.jpg,0.16666666666666666,0.7748344370860927,0.7994350282485876,0.07947019867549669,0.20903954802259886,0.9139072847682119,0.8305084745762712,0.2913907284768212,0.04950495049504951,0.8606060606060606,0.7504950495049505,0.9622895622895623
sunhl-1th-03-Jan-2017-163 B AP_0.jpg,0.16666666666666666,0.23333333333333334,0.8284313725490197,0.08333333333333333,0.17647058823529413,0.9,0.803921568627451,0.8166666666666667,0.4361904761904762,0.019083969465648856,0.8247619047619048,0.05725190839694656
sunhl-1th-03-Jan-2017-163 B AP_1.jpg,0.21311475409836064,0.07017543859649122,0.8306010928961749,0.12280701754385964,0.16393442622950818,0.8245614035087719,0.819672131147541,0.9122807017543859,0.4533333333333333,0.06552162849872774,0.8019047619047619,0.10178117048346055
sunhl-1th-03-Jan-2017-163 B AP_2.jpg,0.25675675675675674,0.07352941176470588,0.8198198198198198,0.16176470588235295,0.16666666666666666,0.8382352941176471,0.8288288288288288,0.9117647058823529,0.4095238095238095,0.10814249363867684,0.8323809523809523,0.15139949109414758
sunhl-1th-03-Jan-2017-163 B AP_3.jpg,0.1689497716894977,0.07936507936507936,0.7945205479452054,0.30158730158730157,0.1643835616438356,0.8253968253968254,0.8310502283105022,0.9047619047619048,0.40190476190476193,0.16094147582697202,0.819047619047619,0.2010178117048346
sunhl-1th-03-Jan-2017-163 B AP_4.jpg,0.20100502512562815,0.08235294117647059,0.8140703517587939,0.1411764705882353,0.1658291457286432,0.9058823529411765,0.8291457286432161,0.6470588235294118,0.40190476190476193,0.21501272264631044,0.780952380952381,0.26908396946564883
sunhl-1th-03-Jan-2017-163 B AP_5.jpg,0.19230769230769232,0.08045977011494253,0.8296703296703297,0.1839080459770115,0.16483516483516483,0.6551724137931034,0.7472527472527473,0.9080459770114943,0.4114285714285714,0.2824427480916031,0.758095238095238,0.3377862595419847
sunhl-1th-03-Jan-2017-163 B AP_6.jpg,0.19444444444444445,0.08333333333333333,0.8277777777777777,0.4166666666666667,0.16666666666666666,0.5833333333333334,0.8277777777777777,0.9,0.3942857142857143,0.3460559796437659,0.7371428571428571,0.3842239185750636
sunhl-1th-03-Jan-2017-163 B AP_7.jpg,0.1650943396226415,0.0759493670886076,0.8301886792452831,0.4050632911392405,0.1650943396226415,0.5443037974683544,0.7924528301886793,0.9113924050632911,0.3314285714285714,0.3893129770992366,0.7352380952380952,0.4395674300254453
sunhl-1th-03-Jan-2017-163 B AP_8.jpg,0.16591928251121077,0.08045977011494253,0.8295964125560538,0.5172413793103449,0.16591928251121077,0.6206896551724138,0.7623318385650224,0.9080459770114943,0.2704761904761905,0.44147582697201015,0.6952380952380952,0.49681933842239184
sunhl-1th-03-Jan-2017-163 B AP_9.jpg,0.1642512077294686,0.08,0.8067632850241546,0.4,0.17391304347826086,0.6533333333333333,0.8309178743961353,0.9066666666666666,0.24,0.5057251908396947,0.6342857142857142,0.5534351145038168
sunhl-1th-03-Jan-2017-163 B AP_10.jpg,0.17452830188679244,0.07407407407407407,0.8301886792452831,0.3950617283950617,0.1650943396226415,0.6419753086419753,0.7877358490566038,0.9135802469135802,0.2019047619047619,0.5680661577608143,0.6057142857142858,0.6195928753180662
sunhl-1th-03-Jan-2017-163 B AP_11.jpg,0.23728813559322035,0.08139534883720931,0.8305084745762712,0.36046511627906974,0.1652542372881356,0.6162790697674418,0.8177966101694916,0.9069767441860465,0.13333333333333333,0.6342239185750637,0.5828571428571429,0.6889312977099237
sunhl-1th-03-Jan-2017-163 B AP_12.jpg,0.17216117216117216,0.07526881720430108,0.7948717948717948,0.2903225806451613,0.16483516483516483,0.5591397849462365,0.8315018315018315,0.9139784946236559,0.07238095238095238,0.7035623409669212,0.5923809523809523,0.7627226463104325
sunhl-1th-03-Jan-2017-163 B AP_13.jpg,0.16546762589928057,0.08,0.7949640287769785,0.21,0.29856115107913667,0.91,0.8309352517985612,0.49,0.07809523809523809,0.7678117048346056,0.6076190476190476,0.8314249363867684
sunhl-1th-03-Jan-2017-163 B AP_14.jpg,0.16455696202531644,0.7327586206896551,0.8059071729957806,0.07758620689655173,0.2742616033755274,0.9137931034482759,0.8312236286919831,0.5775862068965517,0.2438095238095238,0.8276081424936387,0.6952380952380952,0.9013994910941476
sunhl-1th-03-Jan-2017-163 B AP_15.jpg,0.16517857142857142,0.9112903225806451,0.8303571428571429,0.5080645161290323,0.19642857142857142,0.3467741935483871,0.7410714285714286,0.08064516129032258,0.30095238095238097,0.8632315521628499,0.7276190476190476,0.9421119592875318
sunhl-1th-03-Jan-2017-163 B AP_16.jpg,0.16538461538461538,0.5510204081632653,0.6961538461538461,0.08163265306122448,0.17307692307692307,0.9081632653061225,0.8307692307692308,0.5510204081632653,0.29523809523809524,0.888676844783715,0.7904761904761904,0.9510178117048346
sunhl-1th-03-Jan-2017-164 A AP_0.jpg,0.16666666666666666,0.07142857142857142,0.8288288288288288,0.09523809523809523,0.18018018018018017,0.9047619047619048,0.8243243243243243,0.7857142857142857,0.34186471663619744,0.03343465045592705,0.7477148080438757,0.0547112462006079
sunhl-1th-03-Jan-2017-164 A AP_1.jpg,0.1642512077294686,0.14516129032258066,0.8309178743961353,0.08064516129032258,0.21256038647342995,0.9032258064516129,0.8115942028985508,0.8709677419354839,0.34552102376599636,0.0668693009118541,0.7239488117001828,0.09827760891590678
sunhl-1th-03-Jan-2017-164 A AP_2.jpg,0.16463414634146342,0.1891891891891892,0.8292682926829268,0.08108108108108109,0.17073170731707318,0.8918918918918919,0.823170731707317,0.9054054054054054,0.38939670932358317,0.1038500506585613,0.6892138939670932,0.1413373860182371
sunhl-1th-03-Jan-2017-164 A AP_3.jpg,0.16455696202531644,0.075,0.8291139240506329,0.175,0.1962025316455696,0.8,0.8227848101265823,0.9125,0.376599634369287,0.15704154002026344,0.6654478976234004,0.19756838905775076
sunhl-1th-03-Jan-2017-164 A AP_4.jpg,0.1694915254237288,0.08860759493670886,0.8305084745762712,0.0759493670886076,0.1638418079096045,0.9113924050632911,0.8192090395480226,0.9113924050632911,0.3546617915904936,0.20618034447821681,0.6782449725776966,0.24620060790273557
sunhl-1th-03-Jan-2017-164 A AP_5.jpg,0.19642857142857142,0.0759493670886076,0.8273809523809523,0.08860759493670886,0.16666666666666666,0.7848101265822784,0.8273809523809523,0.9113924050632911,0.3473491773308958,0.2548125633232016,0.6544789762340036,0.2948328267477204
sunhl-1th-03-Jan-2017-164 A AP_6.jpg,0.25229357798165136,0.10714285714285714,0.7155963302752294,0.08333333333333333,0.1651376146788991,0.9047619047619048,0.8302752293577982,0.8809523809523809,0.2979890310786106,0.2993920972644377,0.696526508226691,0.34194528875379937
sunhl-1th-03-Jan-2017-164 A AP_7.jpg,0.18779342723004694,0.08045977011494253,0.7230046948356808,0.12643678160919541,0.1643192488262911,0.9080459770114943,0.8309859154929577,0.8045977011494253,0.30347349177330896,0.3505572441742654,0.6928702010968921,0.39463019250253295
sunhl-1th-03-Jan-2017-164 A AP_8.jpg,0.24770642201834864,0.07954545454545454,0.7798165137614679,0.09090909090909091,0.1651376146788991,0.9090909090909091,0.8302752293577982,0.8977272727272727,0.30895795246800734,0.40070921985815605,0.7074954296160878,0.4452887537993921
sunhl-1th-03-Jan-2017-164 A AP_9.jpg,0.27350427350427353,0.11363636363636363,0.717948717948718,0.07954545454545454,0.16666666666666666,0.8977272727272727,0.8290598290598291,0.9090909090909091,0.2979890310786106,0.45592705167173253,0.7257769652650823,0.5005065856129686
sunhl-1th-03-Jan-2017-164 A AP_10.jpg,0.25225225225225223,0.0784313725490196,0.7927927927927928,0.1568627450980392,0.16666666666666666,0.8333333333333334,0.8288288288288288,0.9117647058823529,0.2979890310786106,0.5096251266464032,0.7038391224862889,0.5612968591691996
sunhl-1th-03-Jan-2017-164 A AP_11.jpg,0.1991701244813278,0.08333333333333333,0.8298755186721992,0.125,0.16597510373443983,0.725,0.7800829875518672,0.9083333333333333,0.27787934186471663,0.5734549138804458,0.7184643510054844,0.6342451874366768
sunhl-1th-03-Jan-2017-164 A AP_12.jpg,0.16606498194945848,0.08074534161490683,0.7581227436823105,0.16770186335403728,0.19494584837545126,0.9130434782608695,0.8303249097472925,0.7267080745341615,0.2449725776965265,0.6347517730496454,0.7513711151736746,0.7163120567375887
sunhl-1th-03-Jan-2017-164 A AP_13.jpg,0.2079207920792079,0.28662420382165604,0.7887788778877888,0.08280254777070063,0.16501650165016502,0.910828025477707,0.8316831683168316,0.6624203821656051,0.2376599634369287,0.7137791286727457,0.7915904936014625,0.7933130699088146
sunhl-1th-03-Jan-2017-164 A AP_14.jpg,0.17549668874172186,0.4,0.8112582781456954,0.08275862068965517,0.16556291390728478,0.9103448275862069,0.8311258278145696,0.6137931034482759,0.2742230347349177,0.7801418439716312,0.8263254113345521,0.853596757852077
sunhl-1th-03-Jan-2017-164 A AP_15.jpg,0.1656441717791411,0.3237410071942446,0.7914110429447853,0.07913669064748201,0.18098159509202455,0.9136690647482014,0.8312883435582822,0.7553956834532374,0.27787934186471663,0.8465045592705167,0.8738574040219378,0.916919959473151
sunhl-1th-03-Jan-2017-164 A AP_16.jpg,0.16521739130434782,0.25196850393700787,0.7855072463768116,0.07874015748031496,0.23478260869565218,0.9133858267716536,0.8318840579710145,0.7637795275590551,0.283363802559415,0.9179331306990881,0.9140767824497258,0.9822695035460993
sunhl-1th-03-Jan-2017-165 A AP_0.jpg,0.16494845360824742,0.08108108108108109,0.8298969072164949,0.1891891891891892,0.17010309278350516,0.8918918918918919,0.8144329896907216,0.9054054054054054,0.12546125461254612,0.05286624203821656,0.4833948339483395,0.1
sunhl-1th-03-Jan-2017-165 A AP_1.jpg,0.16666666666666666,0.23076923076923078,0.8271604938271605,0.07692307692307693,0.16666666666666666,0.9076923076923077,0.8148148148148148,0.7384615384615385,0.14575645756457564,0.10509554140127389,0.4446494464944649,0.1464968152866242
sunhl-1th-03-Jan-2017-165 A AP_2.jpg,0.1638418079096045,0.10112359550561797,0.807909604519774,0.07865168539325842,0.192090395480226,0.9101123595505618,0.8305084745762712,0.6629213483146067,0.14022140221402213,0.1503184713375796,0.466789667896679,0.2070063694267516
sunhl-1th-03-Jan-2017-165 A AP_3.jpg,0.164021164021164,0.49074074074074076,0.7671957671957672,0.08333333333333333,0.25925925925925924,0.9074074074074074,0.8306878306878307,0.5092592592592593,0.15313653136531366,0.19235668789808918,0.5018450184501845,0.2611464968152866
sunhl-1th-03-Jan-2017-165 A AP_4.jpg,0.16666666666666666,0.44545454545454544,0.6935483870967742,0.08181818181818182,0.27956989247311825,0.9090909090909091,0.8279569892473119,0.35454545454545455,0.21217712177121772,0.2394904458598726,0.5553505535055351,0.3095541401273885
sunhl-1th-03-Jan-2017-165 A AP_5.jpg,0.16666666666666666,0.5118110236220472,0.691358024691358,0.07874015748031496,0.3395061728395062,0.9133858267716536,0.8271604938271605,0.33858267716535434,0.3025830258302583,0.2732484076433121,0.6014760147601476,0.354140127388535
sunhl-1th-03-Jan-2017-165 A AP_6.jpg,0.16374269005847952,0.5827338129496403,0.6023391812865497,0.07913669064748201,0.27485380116959063,0.9136690647482014,0.8304093567251462,0.4172661870503597,0.3800738007380074,0.3076433121019108,0.6955719557195572,0.3961783439490446
sunhl-1th-03-Jan-2017-165 A AP_7.jpg,0.165,0.7636363636363637,0.73,0.08181818181818182,0.185,0.9090909090909091,0.83,0.6636363636363637,0.4132841328413284,0.3490445859872611,0.7822878228782287,0.4191082802547771
sunhl-1th-03-Jan-2017-165 A AP_8.jpg,0.16666666666666666,0.12903225806451613,0.828125,0.08064516129032258,0.16666666666666666,0.7580645161290323,0.828125,0.9032258064516129,0.4225092250922509,0.4210191082802548,0.7767527675276753,0.4605095541401274
sunhl-1th-03-Jan-2017-165 A AP_9.jpg,0.225,0.07792207792207792,0.83,0.2857142857142857,0.165,0.7272727272727273,0.8,0.9090909090909091,0.3800738007380074,0.4656050955414013,0.7490774907749077,0.5146496815286624
sunhl-1th-03-Jan-2017-165 A AP_10.jpg,0.22857142857142856,0.08235294117647059,0.8285714285714286,0.3176470588235294,0.16666666666666666,0.7411764705882353,0.7571428571428571,0.9058823529411765,0.33579335793357934,0.5229299363057325,0.7232472324723247,0.5770700636942675
sunhl-1th-03-Jan-2017-165 A AP_11.jpg,0.19047619047619047,0.07865168539325842,0.8306878306878307,0.1348314606741573,0.164021164021164,0.7865168539325843,0.7883597883597884,0.9101123595505618,0.33025830258302585,0.589171974522293,0.6789667896678967,0.6458598726114649
sunhl-1th-03-Jan-2017-165 A AP_12.jpg,0.1651376146788991,0.08235294117647059,0.8302752293577982,0.09411764705882353,0.16972477064220184,0.9058823529411765,0.7660550458715596,0.8117647058823529,0.29704797047970477,0.6598726114649681,0.6992619926199262,0.7140127388535031
sunhl-1th-03-Jan-2017-165 A AP_13.jpg,0.16666666666666666,0.11235955056179775,0.8287037037037037,0.07865168539325842,0.2361111111111111,0.9101123595505618,0.8194444444444444,0.8539325842696629,0.2878228782287823,0.7331210191082802,0.6863468634686347,0.7898089171974523
sunhl-1th-03-Jan-2017-165 A AP_14.jpg,0.16666666666666666,0.17094017094017094,0.7875,0.07692307692307693,0.19166666666666668,0.9145299145299145,0.8291666666666667,0.7435897435897436,0.2785977859778598,0.8063694267515924,0.7214022140221402,0.880891719745223
sunhl-1th-03-Jan-2017-165 A AP_15.jpg,0.16549295774647887,0.23529411764705882,0.7746478873239436,0.07352941176470588,0.20422535211267606,0.9117647058823529,0.8309859154929577,0.7205882352941176,0.2564575645756458,0.8777070063694268,0.7804428044280443,0.9210191082802548
sunhl-1th-03-Jan-2017-165 A AP_16.jpg,0.1909722222222222,0.2,0.8194444444444444,0.08333333333333333,0.16666666666666666,0.9,0.8298611111111112,0.5833333333333334,0.2656826568265683,0.9305732484076433,0.7970479704797048,0.9687898089171975
sunhl-1th-04-Jan-2017-165 B AP_0.jpg,0.16591928251121077,0.07142857142857142,0.8295964125560538,0.2857142857142857,0.242152466367713,0.6785714285714286,0.7757847533632287,0.9107142857142857,0.32872503840245776,0.020106445890005913,0.6712749615975423,0.05322294500295683
